year_of_birth,gender,level_of_education,mailing_address
1988,f,m,Kiev
1991,m,m,м. Київ
1984,m,m,м. Ржищів
1988,m,b,Київ
1995,m,a,Луцьк
1989,f,m,Львів
1993,f,b,Київ
1975,m,a,Київ
1991,f,m,
1990,m,m,Київ
1980,f,m,Київ
1982,m,m,Киев
1980,m,m,Київ
1989,f,b,Toronto 
None,f,el,
1987,f,m,місто Острог
1989,m,m,Lviv
1998,m,hs,Івано-Франківськ
1986,m,m,Дніпропетровськ
1968,m,m,Kyiv
1997,m,hs,Київ
1987,m,m,Kyiv
1995,m,jhs,Варва 
1990,m,m,Київ
1997,m,hs,Київ
1988,m,m,
1977,m,p,Kyiv
1967,m,b,Київ
1983,m,m,Київ
1989,m,m,Киев
None,m,m,Kharkiv
1991,m,hs,Zaporizhiya
1997,m,hs,Луцьк
1994,m,hs,
1993,m,a,Запоріжжя
1976,m,m,Харків
1995,f,a,Київ
1980,m,m,Київ
1992,m,m,Рівне
1978,m,m,Стаханов
1984,m,a,Ternopil
1981,m,m,г. Бровары
1996,m,a,Львів
1994,m,a,Полтава
1985,m,m,Kiev
None,m,m,
1973,m,m,Львів
None,m,m,
1983,m,m,Львів
1987,m,m,Київ
1979,m,m,Київ
1989,f,m,
1991,m,m,Киев
1994,m,a,Ужгород
1982,m,m,
1986,m,m,Lviv
1993,m,m,Бердянськ
1989,f,m,Kyiv
1983,f,m,Київ
1983,m,m,Тернопіль
1991,f,m,Київ
1993,m,a,Київ
1985,m,m,Київ
1988,f,m,
1997,m,hs,Киев
1993,f,b,м. Рiвне
1984,f,m,Lviv
1986,m,m,Київ
1986,m,m,м.Буча
1978,m,m,Киев
1976,m,m,Vancouver
1988,m,m,
1991,m,m,Дніпропетровськ
1989,m,m,Донецьк
1985,m,b,Київ 
1988,m,m,Київ
1966,m,m,Рівне
1979,m,p,м. Івано-Франківськ
1995,f,a,Київ
1989,m,m,Київ
1965,m,m,"Мукачево, Закарпатськой области"
1992,m,a,Вінниця
1988,m,m,"Oświęcim, Poland"
1990,m,m,Київ
None,m,m,Варшава
1987,m,m,Львів
1982,m,m,Київ
1975,m,m,Lviv
1973,m,m, Львів
1993,m,hs,Вінниця
1991,m,m,Kyiv
1990,m,m,Ivano-Frankivsk
None,m,m,
None,m,m,
1996,m,a,Київ
1982,m,m,Рівне
1970,m,m,Львів
1987,m,m,Київ
1981,m,m,Kyiv
1983,f,m,Львів 
1982,m,m,Lutsk
1990,m,b,Запоріжжя
1995,m,a,
1987,m,m,Kyiv
1991,m,a,Київ
1983,f,m,Київ
1984,f,a,Івано-Франкцвськ
None,,,Одеса
1994,f,a,
1986,f,m,Київ
1988,f,m,Херсон
1985,m,m,Пнів
1989,f,m,м. Київ
1965,m,m,Стрий
1990,f,m,"смт. Гірник, Львівська область"
1992,f,m,Київ
1988,f,m,Stambul
1991,f,m,Lutsk
1986,f,m,Київ
None,f,,
1987,f,,Lviv
1972,m,p,Ternopil
1985,f,p,
1974,m,m,Київ
1989,f,b,Львів
1985,m,m,Київ
1989,f,m,Київ
None,,m,
1982,m,m,Тернопіль
1987,m,m,Київ
1990,f,m,Київ
1988,m,a,Одеса
1991,f,a,Львів
1993,f,m,Тернопіль
1992,f,b,
1988,f,m,Киев
1973,f,m,Kyiv
1984,m,m,Kiev
1995,f,a,"вул. Робітнича №78, с.Мостище, Калуський район, Івано-Франківська обл."
1987,f,hs,Киев
None,f,m,
1973,f,m,Львів
1991,f,m,Львів
1994,f,a,Київ
1996,f,a,Kyiv
1980,f,m,Киів
1972,f,m,Львів
1989,f,m,Kyiv
1985,f,m,Тернопіль
None,f,,
1981,f,m,Lviv
1994,f,a,Київ
1995,f,hs,смт Великий Любінь
1986,f,m,Миколаїв
1986,f,m,Запоріжжя
1983,f,m,Львів
1981,f,m,"Київська обл., Київо-Святошинський р-н., с.Чайки"
1984,f,m,Київ
1997,f,hs,Київ
1989,f,m,
1987,f,m,Київ
1980,f,m,Київ
1986,f,m,село Нижній Вербіж
1972,f,m,
None,f,m,
1984,f,m,м. Київ
1990,f,m,місто Харків
1989,f,p,Київ
1989,f,m, м.Чернівці
1984,f,m,
1984,f,m,м. Львів
1981,f,m,Київ
1993,f,b,Харків
1976,f,a,м. Київ
1988,f,m,Киев
1990,f,jhs,Lviv
1981,f,m,Київ
1988,f,el,м. Івано-Франківськ
1997,f,a,Київ
1980,f,p,Kyiv
1985,f,m,Львів
1984,f,p,Рівне
1982,f,m,Київ
1995,f,a,Київ
1994,f,hs,"Ireland,Co.Meath,Navan."
1979,f,m,Дніпропетровськ
1984,f,m,Львів
1981,f,p,Луцьк
1982,f,m,м. Львів
1992,f,m,Львів
1993,f,a,Київ
1989,f,m,Київ
1988,f,m,Львів
1987,f,m,Дніпропетровськ
1982,f,m,Київ
1984,f,m,Lviv
1984,f,m,Київ
1990,f,m,Київ
1983,f,other,Киів
1995,m,hs,Київ
1991,f,m,Одеса
1973,f,m,Проживаю в місті Бровари. Працюю в місті Києві.
1981,f,b,"Калуш, Івано-Франківська область"
1986,f,m,Дніпропетровськ
1996,f,a,Дніпропетровськ
1996,f,a,місто Васильків
1987,f,m,Київ
1986,m,m,
1995,m,a,Ужгород
1988,m,m,"Kyiv, Ukraine"
1972,m,a,м.Фастів
1974,f,m,Kharkov
1971,f,m,Киев
1992,f,b,Київ
1991,m,m,Київ
1992,f,a,Черкаси
1991,f,m,Kyiv
1993,m,b,Київ
1985,f,m,Lviv
1995,f,a,Київ
1984,f,p,Київ
1994,f,a,Рівне
1996,f,a,
1989,f,m,"38200, Полтавська обл., смт Семенівка, вул.Шевченка, 147, кв.5"
1990,f,m,Київ
1985,f,m,"г. Славянск, Донецкая область"
1991,f,m,Львів
1976,f,m,Київ
1988,f,m,Ukraine
1976,m,jhs,Бердянск
1994,m,a,
1989,m,m,Харьков
1984,f,a,"Брно, Чехія"
1999,f,hs,Київ
1988,m,m,Павлоград
1983,m,m,Kyiv
1986,f,m,Львів
1989,f,b,Харків
1972,m,p,м. Тернопіль
1983,f,m,Київ
1974,f,m,Дніпропетровськ
1983,m,m,Київ 
1987,f,m,Kiev
1983,m,p,Івано-Франківськ
1994,f,a,Харків
1983,f,m,"Gainesville, Florida, USA"
1996,f,a,м.Київ
1996,f,a,Київ
1982,f,b,Kiev
1993,f,b,Київ 
1988,f,m,Lviv
1991,f,m,Київ
2014,f,other,Kharkiv 
1996,f,hs,Київ
1994,f,jhs,Одеса
1995,f,a,
1992,f,m,Львів
1997,f,hs,Львів
1996,f,a,Київ
1995,f,a,м.Львів
None,,hs,
1990,f,m,Київ
1993,f,b,
1991,f,m,Київ
1997,f,hs,м. Київ
1993,f,b,Київ
1993,f,b,Дніпропетровськ
1990,f,m,Київ
1993,f,b,Рівне
1994,f,a,Київ
None,f,a,
1990,f,m,Львів
1981,f,m,м. Херсон
1984,f,m,Львів
None,,,
1993,f,b,Львів
1994,f,,Київ
1986,f,m,м. Львів
1986,f,b,
1988,f,m,Odessa
1984,f,m,Киев
1996,f,a,Одеса
1995,f,a,Южне
1996,f,hs,Tallinn
1985,f,m,Одеса
1995,f,a,Київ
1982,f,m,
1985,f,m,Kiev
1984,f,a,Київ
1996,f,a,Полтава
1992,f,m,
1972,f,m,Київ
1982,f,m,Київ
1971,f,m,м.Львів
1965,f,a,Тернопіль
1982,f,m,Киів
1982,f,m,Kyiv
1990,f,m,Pryluki
1978,f,m,м.Івано-Франківськ
1970,f,p,м. Львів
1984,f,m,Київ 
1975,f,m,Київ
1970,f,m,Полтава
1994,f,a,
1984,f,b,Київ
1991,f,m,Київ
1982,f,m,Kyiv
1988,f,m,Київ
1968,f,m,Київ
1979,f,m,Київ
1982,f,m,Киев
1982,f,m,Київ
1991,f,m,Lviv
1981,f,m,Київ
1976,f,jhs,Житомир
1966,f,m,м. Конотоп
1988,f,m,
1974,f,m,Київ
1992,f,m,
1980,f,m,Київ
1970,f,m,Донецк
1995,f,hs,Київ
1994,f,b,м. Львів
1979,f,m,Chernihiv
1990,f,m,Ірпінь
1979,f,m,Freiburg
1977,f,m,"смт.Кіровське Дніпропетровський район, Дніпропетровська область."
1993,f,b,Київ
1977,f,m,Київ
1991,f,m,Київ
1974,f,m,Днiпропетровськ
1979,f,m,Кременчук
1984,f,m,Львів
1970,f,m,Киев
1985,f,m,м.Київ
1973,f,m,Київ
1971,f,p,Одесса
1970,f,other,Київ
1994,f,hs,Київ
1975,f,m,Київ
1975,f,m,Львів
1983,f,m,Киев
1988,f,m,
1984,f,p,Львів
1976,f,m,"м. Біла Церква, Київська обл."
1988,f,m,Київ
1988,f,m,Львів
1994,f,a,Тернопіль
None,f,m,
1981,f,m,м.Запоріжжя
1993,f,b,Львів
1982,f,jhs,м.Львів
1983,f,m,Дніпропетровськ
1979,f,a,місто Бориспіль
1981,f,m,м.Київ
1988,f,m,"Вінниця, Україна"
1972,f,,
1992,f,a,Київ
1982,f,m,Киев
1985,f,m,Львів
1987,f,m,Київ
1988,f,m,Київ
1978,f,m,м. Запоріжжя
None,f,a,
1992,f,b,Київ
1993,f,b,м. Львів
1999,f,el,Львів
1980,f,m,м. Івано-Франківськ
1983,f,m,Київ
1975,f,m,м. Київ
1983,f,p,Тернопіль
1978,f,m,Київ
None,,m,
1981,f,m,
1972,f,m,Кривий Ріг
1994,f,b,"м. Золочів, Львівська область"
1973,f,m,Одеса
1984,f,p,Lviv
1978,f,b,місто Київ
1991,f,m,місто Одеса
1981,f,m,"Херсон, Україна"
1991,f,m,Черкаси
1994,f,hs,Львів
1988,f,m,
1997,f,hs,Котовськ
1994,f,a,Kyiv
1973,f,m,Киев
1970,f,m,Киев
1980,f,m,"АР Крим, м. Севастополь"
1989,f,m,Київ
1988,f,m,
1990,f,m,Київ
1994,f,b,Kyiv
1985,f,m,Kiev
1987,f,m,Київ
1975,f,m,Київ
1983,f,m,Івано-Франківськ
1983,f,m,Калуш
1985,f,m,
1990,f,m,Киів
1989,f,m,
1987,f,p,
1975,f,m,Дніпропетровськ
1968,f,m,м. Київ
1981,f,m,Київ
1976,f,m,Харків
1982,f,m,Київ
1977,f,m,Київ
1993,f,b,Львів
1996,f,a,Kyiv
1980,f,a,Верхньодніпровськ
1983,f,m,смт Чабани
1991,f,m,Харків
1985,f,m,Кривий ріг- киів
1984,f,m,Львів
1975,f,m,Одеса
1995,f,hs,Донецьк
1985,f,hs,г.Одесса
1972,f,m,м. Запоріжжя
1980,f,m,м. Житомир
1993,f,b,м.Київ
1988,f,m,Київ
None,f,m,Київ 
1979,f,,Київ
1990,f,hs,Харькiв
1981,f,m,Київ
1980,f,m,Івано-франківськ
1984,f,m,
1980,f,m,Київ
None,,,
1983,f,a,Энергодар
1974,f,m,Івано-Франківськ
1984,f,m,Лондон
1981,f,m,Kiev
1979,f,m,Харків
1992,f,b,
1984,f,m,Львів
1985,f,m,Київ
1983,f,m,Київ
1995,f,hs,Київ
1969,f,m,м.Біла Церква
1993,f,b,Київ 
1996,f,a,Київ
1986,f,m,Львів
1967,f,m,Київ
1969,f,p,м. Черкаси
1987,f,m,Київ
1971,f,m,Київ
1981,f,m,Київ
1977,f,m,Киев
1971,f,jhs,Вінниця
1995,f,hs,Дніпропетровськ
1978,f,m,м.Київ
1995,f,hs,місто Чернівці
1991,f,m,Львів
1996,f,a,Харків
1973,f,m,Киев
1985,f,m,Львів
1995,f,a,Львів
1996,f,a,Львів
1982,f,m,Mala Racha
1982,f,m,Київ
1984,f,m,Луцьк
1975,f,m,Іллічівськ Одеська обл.
1972,f,m,Харьков
1989,f,m,м.Львів
None,f,p,Львів
1987,f,m,Кіровоград
1986,f,m,Бiла Церква
1985,f,m,Харьков
1978,f,m,Київ
1992,f,a,Kyiv
1974,f,m,Бердянськ
1966,f,m,"м.Чортків, Тернопільська обл."
1967,f,m,Львів
1980,f,m,Львів
1991,f,b,Черкаси
1990,f,m,Вінниця
1987,f,m,Львів
1980,f,m,Київ
1983,f,m,"м. Городок - проживаю, м. Львів - працюю"
1978,f,m,Харків
1994,f,a,Kyiv
1992,f,m,
1975,f,m,Київ
1990,f,m,Київ
1972,f,m,г. Харьков
1990,f,m,Львів
1984,f,b,Odessa
1981,f,m,Київ
1994,f,a,м. Київ
1965,f,m,м. Харків
1984,f,p,Київ 
1970,f,p,м.Київ
1983,f,m, м.Феодосiя
1976,f,p,Киів
1998,f,hs,"Україна, Харків"
1994,f,b,
1986,f,m,
1960,f,m,Киев
1970,f,m,Київ
1978,f,m,Kyiv
1995,f,a,Lviv
1974,f,m,Kyiv
1975,f,m,Kiev
1992,f,m,Івано-Франківськ
None,f,m,
1990,f,m,Київ
1992,f,m,Kyiv
1986,f,m,м. Львів
1991,f,m,Львів
1989,f,m,Київ
1983,f,m,Київ
1983,f,m,г. Ладыжин Винницкая область Украина
1986,,p,Київ
1978,f,a,Kyiv  Київ
1989,f,m,Київ
1970,f,m,м.Запоріжжя
1994,f,b,м. Київ
1967,f,m,Київ
1988,f,m,Kyiv 
1972,f,m,Киев
1990,f,m,Kyiv
1977,f,m,Бориспіль
1984,f,m,Kyiv
1975,f,b,"Київська обл, с.Демидів. Але тимчасово проживаю в Алмати (Казахстан)"
1990,f,b,Київ
1991,f,m,Lviv
1987,f,m,
1974,f,m,Львів
1987,f,m,Kiev
2014,f,hs,Lviv
None,,,
1978,f,m,Київ 
1989,f,m,Kiev
1992,f,m,Хмельницький
1981,f,m,м. Хмельницький
1993,f,a,Київ
1975,f,m,Київ
1996,f,a,Київ
1983,f,m,Луганськ
1987,f,m,Київ
None,,,
1969,f,m,київ
1973,f,other,Шостка
1981,f,b,Берлін
1992,m,a,
1990,f,m,м.Обухів
1990,f,m,Київ
1985,f,m,м. Маріуполь
1987,f,m,Обухів
1988,f,m,"Новоград-Волинський, Житомирська область"
2000,f,el,Днепропетровск
1991,f,m,м. Тернопіль
1986,f,m,Київ
1980,f,m,м. Одеса
1982,f,m,м. Львів
1993,f,a,Запоріжжя
1978,f,m,
1970,f,m,Київ
1994,f,a,Kyiv
1985,f,,
1982,f,m,М.Чернівці
1983,f,b,Київ 
1977,f,m,Макіївка Донецької обл.
1973,f,p,Київ 
1978,f,m,Київ
1975,f,m,Бердичів
1981,,m,Киів
1995,m,a,Київ
1987,f,m,Чернігів
1991,f,b,Київ
1970,f,m,Київ
1996,f,a,Одеса
1983,m,b,"Чікаго, США"
1989,m,m,
1988,m,m,ЛЬВІВ 
1992,m,m,"м. Шепетівка, Хмельницька область"
1998,m,hs,
1990,m,m,
1991,f,a,"Краків, Польща."
1991,m,m,Львів
1988,m,m,Kalush
1992,m,b,Тернопіль
1993,m,a,Київ 
1984,m,m,Днепропетровск
1996,m,a,Київ
1986,m,m,Львів
1995,m,a,м.Львів
1991,m,m,
1992,m,b,Kiev
1988,m,m,
1987,m,m,Київ
1992,m,m,Lviv
1993,m,b,Львів
1992,m,m,Львів
1985,m,m,
1992,m,b,Львів
1987,m,b,Київ
1993,m,b,"м. Городок, Львівської області"
1986,m,m,Харків
1990,f,b,Київ
1977,m,m,Київ
1983,m,m,Рівне
1986,m,m,Київ
1992,m,m,м. Тернопіль
1987,f,m,Київ
1996,m,a,Львів
1984,m,m,Київ
1983,f,b,м. Київ
1990,m,m,Бердичів
None,f,m,
1984,f,m,м.Київ
1986,f,m,
1998,m,el,Первомайськ
1985,m,m,"Одесса, Киев, Таллинн"
1988,f,m,Київ
None,,,
1988,f,m,"Донецьк, зараз Харків"
1974,f,a,Хмельницький
1988,f,m,Киев
1981,f,m,Львів
1972,f,m,Odessa
1996,f,a,Київ
1977,f,m,м. Київ
1991,m,b,
1968,m,m,Дніпропетровськ
1969,f,other,м. Кіровоград
1979,f,m,Запоріжжя
1991,m,m,
1985,f,m,Kyiv
1992,m,m,Суми
1981,m,m,Відень
1988,m,a,Київ
1974,f,m,
1997,f,a,М.Дніпропетровськ 
1996,m,a,Київ
1980,m,m,Kyiv
1979,m,hs,
1972,f,m,Kiev
1984,f,m,Киев
1988,m,m,Запоріжжя
1986,f,m,Київ
None,,,
1953,f,p,Київ
1979,m,m,
1990,m,m,Рівне
1990,m,m,Львів
1988,f,m,Стебник
1982,m,m,
1991,m,b,Одесса
1994,m,a,Київ
1987,m,m,Суми
1967,m,,Київ
1988,m,m,Kiev
1976,f,m,Дніпропетровськ
1984,m,m,"Кривий Ріг, Київ"
1988,m,m,Київ
1989,f,b,Київ
1980,m,m,Lviv
1989,m,m,Київ
1984,m,m,м.  Житомир
None,,,
1992,m,a,село Біла Криниця
1994,m,hs,
1983,m,p,Умань Черкаської області
1985,m,m,
1983,m,m,Київ
1992,m,b,Львів
1999,m,p,
1996,m,hs,Київ
1986,m,m,Жовті Води
1993,m,a,Київ
1989,m,m,Киев
1978,m,m,м. Черкаси
1992,m,m,Вінниця
1975,m,m,Kiev
1982,m,p,Київ
1995,f,a,Київ
1976,m,m,
1992,m,m,Харьков
1992,m,a,Київ
1978,m,m,Київ
1990,f,m,Харків
1985,f,m,Київ
1988,f,m,Dnipropetrovs'k
1991,f,m,Київ
1958,f,m,Київ
1986,m,m,Львів
1958,m,m,Київ
1990,m,m,Хмельницький
1969,m,jhs,
1981,m,m,Київ
1981,m,m,Івано-Франківськ
1995,m,a,Київ
None,m,m,Kharkiv
1979,f,m,Хмельницький
1976,f,m,
1987,f,b,Київ
1990,f,b,Kiev
1985,f,m,Одесса
1996,f,hs,Миколаїв
1966,f,a,
1987,f,m,ХМЕЛЬНИЦЬКИЙ
1964,f,b,Киев
1984,f,m,м. Рiвне
1992,f,m,Київ
None,f,m,Київ
1984,m,b,Мариуполь
1994,m,a, м. Харків
1993,m,b,Kiev
1992,m,b,Киев
1988,m,m,
1995,m,a,Kyiv
1995,m,a,Одесса 
1981,m,a,Николаев
1980,m,p,Житомир
1980,f,b,Киев 
1986,m,m,
1986,m,m,м.Київ
1990,f,m,Харків
1979,m,m,Одеса
1983,m,m,м. Дубно Рівненської області
1984,m,m,Комсомольск.
1986,m,el,Днепропетровск
1977,f,m,
1993,f,a,Київ
1983,m,m,
1978,m,m,
1983,m,m,Луцьк
1994,m,a,Київ
1978,f,p,Рівне
1980,m,m,Kiev
1970,m,m,м. Борислав Львівська обл.
1984,m,m,
1974,f,m,Київ
1981,f,b,м. Львів
1965,f,m,Київ
1977,f,jhs,Снятин
1983,f,m,м. Черкаси
1974,f,m,"м. Кременчук, Полтавська область"
1974,f,p,Ужгород
1995,f,a,місто Кривий Ріг
1989,f,m,Київ 
1994,f,,Острог
1976,,m,пгт. Приморский
1980,f,m,киев
1992,f,a,Киев
1986,f,m,Київ
1969,f,m,Новоград-Волинський
1974,f,m,Київ
1983,f,m,Львів
1985,m,m,kharkiv
1991,m,m,м. Київ
1989,f,m,
1990,m,el,Винница
1979,f,m,Одесса
1986,f,b,Хмельницький
1985,f,m,Київ
1981,f,m,Lviv
1972,f,m,Львів
1986,f,m,Київ
1996,m,hs,Івано-Франківськ
1990,m,m,
1988,m,a,Kyiv
1989,f,m,Львів
1984,f,m,м.Київ
1980,f,m,Київ
1985,m,p,Київ
1982,f,m,Kyiv
1996,f,a,Київ
1986,m,b,м. Київ
1978,f,m,Київ
1992,f,b,Київ
1988,m,b,Херсон
1969,m,m,
1994,m,b,Івано-Франківськ
1977,m,m,Киев
1993,m,b,Одеса
1984,f,m,місто Запоріжжя
1974,m,p,Київ
1979,f,m,Kyiv
1988,m,m,Харьков
1981,f,m,Киев
None,m,,Ternopil
1983,m,m,Київ
1971,f,m,м.Київ
1981,f,m,Киев
1996,m,el,Херсон
1991,f,m,Lviv
1995,f,a,Киев
1970,m,m,Івано-Франківськ
1993,m,b,
1976,f,b,Lviv
1969,m,m,Киев
1983,f,hs,Kharkov
1959,f,p,Kiev
1990,m,m,Lviv
1986,f,m,Київ
1984,m,m,Kyiv
1984,m,m,Kyiv
1981,f,m,Дніпропетровськ
1992,m,m,Львів
1964,m,m,м.Дніпродзержинськ
1984,f,m,Ternopil
None,,,
1988,f,m,Киев
1982,f,m,Kiev
1988,m,m,Київ
1987,m,m,Київ
1975,m,m,Хмельницький
1995,m,hs,Тростянець
1991,f,m,Киiв
1995,f,a,
1987,f,m,Kyiv
1990,f,m,Київ
1985,m,m,Житомир
1989,f,a,м. Київ
1991,m,m,Місто Черкаси
1988,m,m,Львів
1983,f,m,м. Івано-Франківськ
1980,m,b,м.Київ
1993,m,m,Черкаси
1977,f,m,Kiev
1973,f,m,Харьков
1989,m,b,Kyiv
1988,m,p,Львів
1994,f,a,Київ
1989,f,m,Київ
1983,f,m,Київ
1988,f,m,Kiev
1986,f,m,Kyiv
1988,m,b,
1988,f,m,Київ
1999,m,hs,Львів
1966,m,m,Київ
1986,m,a,Odessa
1988,f,m,Київ
1989,m,m,Україна
1988,m,m,Чернігів
1993,m,b,Житомир
1985,m,m,Київ
1988,,b,
1985,f,m,Дніпропетровськ
1986,f,m,Kyiv
1992,f,m,місто Острог
1983,m,m,Київ
1985,m,m,Львів
1990,m,m,Lviv
1981,m,m,Одеса
1991,m,m,Київ
1979,m,m,Краматорськ
1984,f,m,Львів
1995,f,a,Запоріжжя
1979,m,m,Кіровоград
1986,f,m,
1982,m,p,Кременчуг 
1992,f,a,Херсон
None,f,m,
1983,m,m,Ужгород
1985,f,m,м.Київ
1986,m,m,Київ
1985,f,m,Київ
1974,f,m,м.Черкаси
1987,m,m,Київ
1980,m,m,Kyiv
1978,f,m,Вінниця
1984,f,m,Луцьк
1980,m,m,м. Ужгород
1982,f,m,Kyiv
1989,f,m,Харків
1990,f,m,Харьков
1992,f,a,
1966,f,p,Київ
1980,m,m,Київ
1979,m,m,Дніпропетровськ
None,,,
1986,f,m,Kyiv
1986,f,m,Київ
1978,f,m,Тернопіль
1975,f,m,м.Івано-Франківськ
1993,m,b,Київ
1987,f,m,Львів
1991,f,m,Lviv
1979,f,p,
1979,f,m,м.Одеса
1974,f,m,Київ
1972,f,m,Київ
1983,f,m,Харків
1974,f,m,Київ
1993,f,b,Дніпропетровськ
1996,f,a,Любашівка
1973,f,m,Львів
1989,f,m,Киев
1979,f,m,Київ
1997,f,a,Івано-Франківськ
1984,f,m,м. Київ
1989,f,m,м.Рівне
1993,f,a,м.Острог
1962,f,m,Київ
1982,f,m,Киiв
1976,f,p,Полтава
1977,f,m,Запоріжжя
1994,f,a,Київ
1981,f,m,Київ
1984,f,m,
1985,f,m,Kyiv 
1993,f,b,м.Київ
1983,f,m,Вишгород
1990,f,m,
1990,f,m,Kyiv
1965,f,p,Львів
1989,f,b,Київ
1985,f,m,Харків
1970,f,other,м.Черкаси
1990,f,m,Київ
1974,f,m,Київ
None,,,
1989,f,m,Київ
1985,f,m,Львів
1993,f,b,Lviv
1966,f,m,Львів
